new_filename,original_filename,ego_agent_idx,interactivity_score,map_id
map_000143.bin,map_001742.bin,6,0.885186,1742
map_000144.bin,map_011086.bin,117,0.885049,11086
map_000145.bin,map_032035.bin,29,0.885006,32035
map_000146.bin,map_015587.bin,5,0.884994,15587
map_000147.bin,map_024278.bin,6,0.884330,24278
map_000148.bin,map_014396.bin,3,0.884045,14396
map_000149.bin,map_003867.bin,6,0.883740,3867
map_000150.bin,map_013946.bin,21,0.883313,13946
map_000151.bin,map_018127.bin,42,0.882874,18127
map_000152.bin,map_035247.bin,44,0.882626,35247
map_000153.bin,map_006135.bin,3,0.882568,6135
map_000154.bin,map_018031.bin,19,0.882451,18031
map_000155.bin,map_025230.bin,8,0.882393,25230
map_000156.bin,map_000934.bin,8,0.882385,934
map_000157.bin,map_034076.bin,4,0.882321,34076
map_000158.bin,map_014515.bin,6,0.881766,14515
map_000159.bin,map_029498.bin,26,0.881455,29498
map_000160.bin,map_039841.bin,14,0.880784,39841
map_000161.bin,map_029899.bin,8,0.880588,29899
map_000162.bin,map_001626.bin,29,0.880413,1626
map_000163.bin,map_041502.bin,5,0.880299,41502
map_000164.bin,map_034504.bin,7,0.880067,34504
map_000165.bin,map_033611.bin,22,0.879921,33611
map_000166.bin,map_010505.bin,3,0.879163,10505
map_000167.bin,map_037268.bin,62,0.878365,37268
map_000168.bin,map_021525.bin,22,0.877751,21525
map_000169.bin,map_008609.bin,14,0.877586,8609
map_000170.bin,map_032823.bin,47,0.877382,32823
map_000171.bin,map_015178.bin,23,0.876926,15178
map_000172.bin,map_021569.bin,16,0.876504,21569
map_000173.bin,map_006275.bin,3,0.876484,6275
map_000174.bin,map_010091.bin,6,0.876468,10091
map_000175.bin,map_029881.bin,1,0.876393,29881
map_000176.bin,map_035334.bin,8,0.875557,35334
map_000177.bin,map_029248.bin,2,0.874997,29248
map_000178.bin,map_001801.bin,9,0.874674,1801
map_000179.bin,map_013523.bin,132,0.874609,13523
map_000180.bin,map_009913.bin,2,0.874378,9913
map_000181.bin,map_016932.bin,25,0.873956,16932
map_000182.bin,map_015192.bin,77,0.873901,15192
map_000183.bin,map_008265.bin,7,0.873675,8265
map_000184.bin,map_020787.bin,96,0.873642,20787
map_000185.bin,map_012767.bin,26,0.873156,12767
map_000186.bin,map_008422.bin,7,0.873061,8422
map_000187.bin,map_003378.bin,4,0.872501,3378
map_000188.bin,map_012596.bin,15,0.872383,12596
map_000189.bin,map_005322.bin,0,0.872380,5322
map_000190.bin,map_010479.bin,16,0.872306,10479
map_000191.bin,map_035860.bin,33,0.872295,35860
map_000192.bin,map_013389.bin,8,0.872292,13389
map_000193.bin,map_027715.bin,10,0.872202,27715
map_000194.bin,map_030032.bin,27,0.872180,30032
map_000195.bin,map_037216.bin,81,0.871935,37216
map_000196.bin,map_013560.bin,14,0.871747,13560
map_000197.bin,map_030249.bin,15,0.871712,30249
map_000198.bin,map_030872.bin,168,0.871469,30872
map_000199.bin,map_028493.bin,4,0.871306,28493
map_000200.bin,map_000137.bin,30,0.870891,137
map_000201.bin,map_004663.bin,36,0.870698,4663
map_000202.bin,map_001160.bin,9,0.870501,1160
map_000203.bin,map_032985.bin,18,0.870432,32985
map_000204.bin,map_025505.bin,29,0.870316,25505
map_000205.bin,map_008034.bin,109,0.870262,8034
map_000206.bin,map_013825.bin,85,0.870164,13825
map_000207.bin,map_004022.bin,54,0.870086,4022
map_000208.bin,map_024076.bin,25,0.869862,24076
map_000209.bin,map_027237.bin,4,0.869851,27237
map_000210.bin,map_028383.bin,2,0.869625,28383
map_000211.bin,map_008455.bin,54,0.869587,8455
map_000212.bin,map_001098.bin,24,0.869196,1098
map_000213.bin,map_019976.bin,19,0.869138,19976
map_000214.bin,map_011543.bin,24,0.868198,11543
map_000215.bin,map_013065.bin,10,0.867966,13065
map_000216.bin,map_033561.bin,81,0.867860,33561
map_000217.bin,map_029755.bin,43,0.867779,29755
map_000218.bin,map_014847.bin,101,0.867655,14847
map_000219.bin,map_025179.bin,61,0.867439,25179
map_000220.bin,map_017745.bin,71,0.867208,17745
map_000221.bin,map_025894.bin,76,0.867190,25894
map_000222.bin,map_030187.bin,27,0.866987,30187
map_000223.bin,map_004716.bin,21,0.866290,4716
map_000224.bin,map_025496.bin,51,0.866023,25496
map_000225.bin,map_041122.bin,36,0.865800,41122
map_000226.bin,map_013203.bin,7,0.865694,13203
map_000227.bin,map_031451.bin,7,0.865482,31451
map_000228.bin,map_036203.bin,8,0.865271,36203
map_000229.bin,map_032035.bin,23,0.865204,32035
map_000230.bin,map_019618.bin,83,0.865126,19618
map_000231.bin,map_019822.bin,47,0.865106,19822
map_000232.bin,map_010828.bin,49,0.864851,10828
map_000233.bin,map_030194.bin,6,0.864819,30194
map_000234.bin,map_035933.bin,9,0.864661,35933
map_000235.bin,map_039538.bin,2,0.864345,39538
map_000236.bin,map_040350.bin,29,0.864209,40350
map_000237.bin,map_020380.bin,84,0.864181,20380
map_000238.bin,map_036329.bin,4,0.863997,36329
map_000239.bin,map_018191.bin,46,0.863988,18191
map_000240.bin,map_009450.bin,64,0.863918,9450
map_000241.bin,map_002825.bin,24,0.863257,2825
map_000242.bin,map_000835.bin,42,0.863096,835
map_000243.bin,map_026795.bin,9,0.862176,26795
map_000244.bin,map_039375.bin,6,0.861931,39375
map_000245.bin,map_005931.bin,23,0.861828,5931
map_000246.bin,map_028554.bin,5,0.861777,28554
map_000247.bin,map_025603.bin,118,0.861612,25603
map_000248.bin,map_012339.bin,33,0.861544,12339
map_000249.bin,map_011522.bin,59,0.861471,11522
map_000250.bin,map_031779.bin,52,0.861340,31779
map_000251.bin,map_023481.bin,66,0.861333,23481
map_000252.bin,map_018548.bin,6,0.861029,18548
map_000253.bin,map_035337.bin,13,0.860927,35337
map_000254.bin,map_038015.bin,4,0.860506,38015
map_000255.bin,map_017208.bin,22,0.860447,17208
map_000256.bin,map_021491.bin,16,0.860388,21491
map_000257.bin,map_038228.bin,5,0.860381,38228
map_000258.bin,map_007117.bin,14,0.860132,7117
map_000259.bin,map_037116.bin,2,0.860105,37116
map_000260.bin,map_036734.bin,32,0.860016,36734
map_000261.bin,map_035218.bin,13,0.859962,35218
map_000262.bin,map_041181.bin,5,0.859872,41181
map_000263.bin,map_011897.bin,0,0.859686,11897
map_000264.bin,map_010315.bin,17,0.859347,10315
map_000265.bin,map_009983.bin,2,0.859130,9983
map_000266.bin,map_024038.bin,1,0.859041,24038
map_000267.bin,map_000760.bin,40,0.858983,760
map_000268.bin,map_019792.bin,13,0.858799,19792
map_000269.bin,map_020937.bin,14,0.858630,20937
map_000270.bin,map_014725.bin,8,0.858572,14725
map_000271.bin,map_027437.bin,0,0.858294,27437
map_000272.bin,map_022051.bin,2,0.858162,22051
map_000273.bin,map_029004.bin,9,0.858084,29004
map_000274.bin,map_005587.bin,1,0.858037,5587
map_000275.bin,map_016171.bin,37,0.857700,16171
map_000276.bin,map_024425.bin,185,0.857406,24425
map_000277.bin,map_027823.bin,14,0.857337,27823
map_000278.bin,map_001345.bin,23,0.857185,1345
map_000279.bin,map_015227.bin,7,0.857067,15227
map_000280.bin,map_008298.bin,1,0.856806,8298
map_000281.bin,map_024632.bin,38,0.856648,24632
map_000282.bin,map_021201.bin,9,0.856631,21201
map_000283.bin,map_035080.bin,66,0.856625,35080
map_000284.bin,map_017287.bin,35,0.856310,17287
map_000285.bin,map_016212.bin,5,0.856310,16212
map_000286.bin,map_014186.bin,21,0.856132,14186
map_000287.bin,map_010123.bin,26,0.856068,10123
map_000288.bin,map_041727.bin,9,0.856020,41727
map_000289.bin,map_007247.bin,94,0.856001,7247
map_000290.bin,map_014558.bin,9,0.855906,14558
map_000291.bin,map_033185.bin,34,0.855828,33185
map_000292.bin,map_011886.bin,6,0.855741,11886
map_000293.bin,map_019747.bin,16,0.855694,19747
map_000294.bin,map_003395.bin,19,0.855168,3395
map_000295.bin,map_012464.bin,10,0.855158,12464
map_000296.bin,map_002286.bin,50,0.855114,2286
map_000297.bin,map_002825.bin,28,0.854819,2825
map_000298.bin,map_038395.bin,42,0.854661,38395
map_000299.bin,map_030892.bin,14,0.854388,30892
map_000300.bin,map_027715.bin,27,0.854375,27715
map_000301.bin,map_019747.bin,4,0.854360,19747
map_000302.bin,map_013389.bin,2,0.854302,13389
map_000303.bin,map_025266.bin,24,0.854006,25266
map_000304.bin,map_029152.bin,29,0.853801,29152
map_000305.bin,map_033841.bin,4,0.853749,33841
map_000306.bin,map_026907.bin,35,0.853523,26907
map_000307.bin,map_028522.bin,0,0.853507,28522
map_000308.bin,map_026041.bin,13,0.853301,26041
map_000309.bin,map_027932.bin,51,0.853300,27932
map_000310.bin,map_031864.bin,27,0.853163,31864
map_000311.bin,map_038329.bin,22,0.853127,38329
map_000312.bin,map_037007.bin,37,0.852822,37007
map_000313.bin,map_041702.bin,12,0.852774,41702
map_000314.bin,map_007951.bin,81,0.852684,7951
map_000315.bin,map_018127.bin,20,0.852604,18127
map_000316.bin,map_020595.bin,12,0.852462,20595
map_000317.bin,map_028660.bin,1,0.852457,28660
map_000318.bin,map_018474.bin,31,0.852208,18474
map_000319.bin,map_005594.bin,3,0.852162,5594
map_000320.bin,map_012660.bin,10,0.851903,12660
map_000321.bin,map_015299.bin,2,0.851560,15299
map_000322.bin,map_010112.bin,17,0.851383,10112
map_000323.bin,map_031448.bin,5,0.851273,31448
map_000324.bin,map_040207.bin,11,0.851265,40207
map_000325.bin,map_019021.bin,54,0.851096,19021
map_000326.bin,map_021071.bin,6,0.850879,21071
map_000327.bin,map_000841.bin,45,0.850752,841
map_000328.bin,map_011700.bin,36,0.850670,11700
map_000329.bin,map_024378.bin,5,0.850656,24378
map_000330.bin,map_012237.bin,8,0.850635,12237
map_000331.bin,map_039461.bin,59,0.850532,39461
map_000332.bin,map_038371.bin,12,0.850482,38371
map_000333.bin,map_011187.bin,1,0.850427,11187
map_000334.bin,map_013374.bin,6,0.850228,13374
map_000335.bin,map_032142.bin,84,0.849953,32142
map_000336.bin,map_002385.bin,1,0.849907,2385
map_000337.bin,map_016151.bin,3,0.849718,16151
map_000338.bin,map_038746.bin,49,0.849466,38746
map_000339.bin,map_026608.bin,9,0.849229,26608
map_000340.bin,map_007423.bin,12,0.849206,7423
map_000341.bin,map_004548.bin,4,0.848854,4548
map_000342.bin,map_000437.bin,2,0.848660,437
map_000343.bin,map_014318.bin,38,0.848523,14318
map_000344.bin,map_029196.bin,10,0.848393,29196
map_000345.bin,map_007289.bin,2,0.848345,7289
map_000346.bin,map_015070.bin,0,0.848283,15070
map_000347.bin,map_022205.bin,26,0.848243,22205
map_000348.bin,map_030212.bin,12,0.848238,30212
map_000349.bin,map_039068.bin,12,0.847882,39068
map_000350.bin,map_021141.bin,83,0.847881,21141
map_000351.bin,map_002548.bin,35,0.847622,2548
map_000352.bin,map_040932.bin,9,0.847485,40932
map_000353.bin,map_019534.bin,4,0.847461,19534
map_000354.bin,map_011896.bin,90,0.847263,11896
map_000355.bin,map_010583.bin,13,0.847159,10583
map_000356.bin,map_004796.bin,62,0.847133,4796
map_000357.bin,map_022088.bin,19,0.846773,22088
map_000358.bin,map_021594.bin,5,0.846665,21594
map_000359.bin,map_000119.bin,37,0.846650,119
map_000360.bin,map_026446.bin,3,0.846547,26446
map_000361.bin,map_036627.bin,20,0.846474,36627
map_000362.bin,map_028258.bin,62,0.846181,28258
map_000363.bin,map_020825.bin,21,0.845847,20825
map_000364.bin,map_041323.bin,7,0.845318,41323
map_000365.bin,map_008965.bin,9,0.845273,8965
map_000366.bin,map_011425.bin,76,0.844914,11425
map_000367.bin,map_008910.bin,38,0.844840,8910
map_000368.bin,map_036943.bin,13,0.844823,36943
map_000369.bin,map_029357.bin,0,0.844780,29357
map_000370.bin,map_021150.bin,16,0.844609,21150
map_000371.bin,map_032634.bin,12,0.844192,32634
map_000372.bin,map_016151.bin,8,0.844097,16151
map_000373.bin,map_028739.bin,95,0.844054,28739
map_000374.bin,map_011897.bin,1,0.844048,11897
map_000375.bin,map_003348.bin,10,0.844029,3348
map_000376.bin,map_008470.bin,7,0.843956,8470
map_000377.bin,map_029632.bin,1,0.843677,29632
map_000378.bin,map_035589.bin,21,0.843660,35589
map_000379.bin,map_009773.bin,72,0.843570,9773
map_000380.bin,map_001252.bin,18,0.843437,1252
map_000381.bin,map_040758.bin,0,0.843245,40758
map_000382.bin,map_024762.bin,20,0.843033,24762
map_000383.bin,map_014407.bin,51,0.842983,14407
map_000384.bin,map_003289.bin,70,0.842679,3289
map_000385.bin,map_000242.bin,23,0.842642,242
map_000386.bin,map_014460.bin,83,0.842488,14460
map_000387.bin,map_018520.bin,14,0.842383,18520
map_000388.bin,map_032379.bin,12,0.842345,32379
map_000389.bin,map_009316.bin,37,0.842331,9316
map_000390.bin,map_017162.bin,2,0.842189,17162
map_000391.bin,map_041080.bin,19,0.842122,41080
map_000392.bin,map_023209.bin,2,0.842115,23209
map_000393.bin,map_007526.bin,14,0.842085,7526
map_000394.bin,map_028095.bin,0,0.842019,28095
map_000395.bin,map_039983.bin,11,0.842013,39983
map_000396.bin,map_035532.bin,13,0.841969,35532
map_000397.bin,map_025342.bin,10,0.841819,25342
map_000398.bin,map_011352.bin,27,0.841719,11352
map_000399.bin,map_019769.bin,9,0.841667,19769
map_000400.bin,map_022971.bin,14,0.841599,22971
map_000401.bin,map_025333.bin,83,0.841484,25333
map_000402.bin,map_010819.bin,6,0.841374,10819
map_000403.bin,map_036501.bin,43,0.840877,36501
map_000404.bin,map_033567.bin,167,0.840828,33567
map_000405.bin,map_041532.bin,11,0.840679,41532
map_000406.bin,map_001290.bin,21,0.840651,1290
map_000407.bin,map_016349.bin,10,0.840458,16349
map_000408.bin,map_000818.bin,11,0.840317,818
map_000409.bin,map_035266.bin,10,0.840305,35266
map_000410.bin,map_001767.bin,42,0.840295,1767
map_000411.bin,map_019633.bin,12,0.840254,19633
map_000412.bin,map_011847.bin,6,0.839986,11847
map_000413.bin,map_038055.bin,19,0.839983,38055
map_000414.bin,map_015070.bin,12,0.839975,15070
map_000415.bin,map_040509.bin,13,0.839695,40509
map_000416.bin,map_036481.bin,7,0.839584,36481
map_000417.bin,map_025655.bin,17,0.839568,25655
map_000418.bin,map_003371.bin,4,0.839361,3371
map_000419.bin,map_021306.bin,12,0.839208,21306
map_000420.bin,map_009450.bin,50,0.839197,9450
map_000421.bin,map_040632.bin,36,0.839190,40632
map_000422.bin,map_008776.bin,56,0.839083,8776
map_000423.bin,map_030437.bin,26,0.839036,30437
map_000424.bin,map_023907.bin,73,0.838886,23907
map_000425.bin,map_037662.bin,31,0.838865,37662
map_000426.bin,map_004160.bin,5,0.838673,4160
map_000427.bin,map_012526.bin,49,0.838440,12526
map_000428.bin,map_036584.bin,0,0.838436,36584
map_000429.bin,map_013753.bin,16,0.838374,13753
map_000430.bin,map_001160.bin,17,0.838252,1160
map_000431.bin,map_038421.bin,10,0.838164,38421
map_000432.bin,map_037929.bin,15,0.838100,37929
map_000433.bin,map_021315.bin,23,0.838085,21315
map_000434.bin,map_019376.bin,52,0.837854,19376
map_000435.bin,map_011402.bin,18,0.837630,11402
map_000436.bin,map_026715.bin,10,0.837516,26715
map_000437.bin,map_036899.bin,51,0.837454,36899
map_000438.bin,map_003378.bin,5,0.837283,3378
map_000439.bin,map_018474.bin,34,0.837267,18474
map_000440.bin,map_015268.bin,0,0.837252,15268
map_000441.bin,map_009058.bin,4,0.837154,9058
map_000442.bin,map_022945.bin,31,0.837043,22945
map_000443.bin,map_034466.bin,29,0.837017,34466
map_000444.bin,map_000787.bin,78,0.837002,787
map_000445.bin,map_019157.bin,26,0.836987,19157
map_000446.bin,map_020663.bin,8,0.836853,20663
map_000447.bin,map_005852.bin,1,0.836833,5852
map_000448.bin,map_005904.bin,58,0.836792,5904
map_000449.bin,map_006987.bin,28,0.836317,6987
map_000450.bin,map_001742.bin,1,0.836242,1742
map_000451.bin,map_014227.bin,4,0.836144,14227
map_000452.bin,map_033771.bin,21,0.835930,33771
map_000453.bin,map_001359.bin,10,0.835830,1359
map_000454.bin,map_017084.bin,3,0.835428,17084
map_000455.bin,map_041570.bin,54,0.835396,41570
map_000456.bin,map_038494.bin,27,0.835201,38494
map_000457.bin,map_011851.bin,26,0.835125,11851
map_000458.bin,map_019111.bin,12,0.835029,19111
map_000459.bin,map_036126.bin,16,0.835003,36126
map_000460.bin,map_011441.bin,49,0.834802,11441
map_000461.bin,map_000323.bin,32,0.834715,323
map_000462.bin,map_032031.bin,7,0.834693,32031
map_000463.bin,map_029151.bin,53,0.834657,29151
map_000464.bin,map_016151.bin,10,0.834574,16151
map_000465.bin,map_041724.bin,18,0.834564,41724
map_000466.bin,map_027842.bin,17,0.834533,27842
map_000467.bin,map_019633.bin,0,0.834461,19633
map_000468.bin,map_010568.bin,7,0.834451,10568
map_000469.bin,map_030794.bin,20,0.833999,30794
map_000470.bin,map_041089.bin,3,0.833860,41089
map_000471.bin,map_041532.bin,21,0.833799,41532
map_000472.bin,map_040557.bin,3,0.833758,40557
map_000473.bin,map_000760.bin,41,0.833642,760
map_000474.bin,map_024575.bin,4,0.833641,24575
map_000475.bin,map_027790.bin,2,0.833449,27790
map_000476.bin,map_025436.bin,13,0.833389,25436
map_000477.bin,map_002403.bin,24,0.833327,2403
map_000478.bin,map_040725.bin,20,0.833178,40725
map_000479.bin,map_033587.bin,8,0.832912,33587
map_000480.bin,map_035203.bin,9,0.832858,35203
map_000481.bin,map_027171.bin,56,0.832789,27171
map_000482.bin,map_000055.bin,0,0.832704,55
map_000483.bin,map_010336.bin,19,0.832612,10336
map_000484.bin,map_019239.bin,18,0.832241,19239
map_000485.bin,map_019999.bin,4,0.831917,19999
map_000486.bin,map_033918.bin,17,0.831887,33918
map_000487.bin,map_025546.bin,17,0.831851,25546
map_000488.bin,map_012781.bin,41,0.831718,12781
map_000489.bin,map_013068.bin,75,0.831376,13068
map_000490.bin,map_001373.bin,97,0.831158,1373
map_000491.bin,map_011187.bin,2,0.831033,11187
map_000492.bin,map_029789.bin,16,0.831012,29789
map_000493.bin,map_005859.bin,16,0.830993,5859
map_000494.bin,map_001003.bin,13,0.830903,1003
map_000495.bin,map_037610.bin,67,0.830812,37610
map_000496.bin,map_005406.bin,6,0.830766,5406
map_000497.bin,map_037259.bin,47,0.830652,37259
map_000498.bin,map_031279.bin,3,0.830641,31279
map_000499.bin,map_031798.bin,12,0.830353,31798
map_000500.bin,map_029010.bin,24,0.830250,29010
map_000501.bin,map_035110.bin,37,0.830121,35110
map_000502.bin,map_018595.bin,9,0.830106,18595
map_000503.bin,map_039723.bin,10,0.830017,39723
map_000504.bin,map_004671.bin,19,0.830000,4671
map_000505.bin,map_034597.bin,32,0.829972,34597
map_000506.bin,map_006301.bin,6,0.829967,6301
map_000507.bin,map_017121.bin,33,0.829940,17121
map_000508.bin,map_035933.bin,36,0.829866,35933
map_000509.bin,map_001833.bin,32,0.829842,1833
map_000510.bin,map_003518.bin,13,0.829830,3518
map_000511.bin,map_038682.bin,15,0.829793,38682
map_000512.bin,map_027754.bin,2,0.829719,27754
map_000513.bin,map_020690.bin,45,0.829416,20690
map_000514.bin,map_038934.bin,15,0.829383,38934
map_000515.bin,map_010462.bin,27,0.829343,10462
map_000516.bin,map_006551.bin,156,0.829250,6551
map_000517.bin,map_022896.bin,15,0.829144,22896
map_000518.bin,map_023721.bin,5,0.829056,23721
map_000519.bin,map_021514.bin,45,0.828977,21514
map_000520.bin,map_013367.bin,55,0.828970,13367
map_000521.bin,map_033919.bin,66,0.828838,33919
map_000522.bin,map_004166.bin,31,0.828836,4166
map_000523.bin,map_014898.bin,93,0.828635,14898
map_000524.bin,map_040725.bin,14,0.828619,40725
map_000525.bin,map_019036.bin,24,0.828534,19036
map_000526.bin,map_012171.bin,2,0.828442,12171
map_000527.bin,map_001918.bin,14,0.828367,1918
map_000528.bin,map_012526.bin,77,0.828307,12526
map_000529.bin,map_026365.bin,6,0.828259,26365
map_000530.bin,map_020420.bin,26,0.828136,20420
map_000531.bin,map_011294.bin,7,0.828100,11294
map_000532.bin,map_034985.bin,6,0.827962,34985
map_000533.bin,map_040927.bin,30,0.827835,40927
map_000534.bin,map_023745.bin,9,0.827736,23745
map_000535.bin,map_002584.bin,24,0.827696,2584
